央视频道,#genre#
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225769/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
百视影院一,rtsp://183.252.166.199/PLTV/88888888/224/3221226757/45949783.smil
百视影院二,rtsp://183.252.166.199/PLTV/88888888/224/3221226816/48629572.smil
百视影院三,rtsp://183.252.166.199/PLTV/88888888/224/3221226748/45950069.smil
百视电视剧一,rtsp://183.252.166.199/PLTV/88888888/224/3221226761/45973212.smil
百视电视剧二,rtsp://183.252.166.199/PLTV/88888888/224/3221226022/10000100000000060000000002296864_0.smil
百视电视剧三,rtsp://183.252.166.199/PLTV/88888888/224/3221226752/45973624.smil
张国荣电影,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526
周星驰电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112#http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
周润发电影,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984

北京地方,#genre#
清华大学,https://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
新华中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8#https://source07.v.news.cn/live/CNC_CN/playlist.m3u8
新华英文,https://source07.v.news.cn/live/CNC_EN/playlist.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
北京影视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8#http://live.scuec.edu.cn:8080/hls/btv4hd.m3u8
北京文艺,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8#http://live.scuec.edu.cn:8080/hls/btv2hd.m3u8#http://117.148.179.160:80/PLTV/88888888/224/3221231570/index.m3u8
北京科教,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8#http://live.scuec.edu.cn:8080/hls/btv3hd.m3u8
北京财经,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8#http://live.scuec.edu.cn:8080/hls/btv5hd.m3u8
北京生活,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8#http://live.scuec.edu.cn:8080/hls/btv7hd.m3u8
北京青年,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8#http://live.scuec.edu.cn:8080/hls/btv8hd.m3u8
北京新闻,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8#http://live.scuec.edu.cn:8080/hls/btv9hd.m3u8
冬奥纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226232/index.m3u8#http://223.110.243.215/PLTV/3/224/3221227699/index.m3u8#http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227711/index.m3u8#http://live.scuec.edu.cn:8080/hls/btv11hd.m3u8
卡酷少儿,http://live.scuec.edu.cn:8080/hls/btv10hd.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225677/index.m3u8

上海地方,#genre#
上海新闻,http://140.207.241.3:8080/live/program/live/xwzhhd/2300000/d1.m3u8#http://39.134.118.77/live.gq.miguvideo.com:8080/wd_r4/dfl/xinwenzonghehd/3000/index.m3u8?&encrypt=1#http://111.40.196.36/PLTV/88888888/224/3221225499/index.m3u8
上海纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8#http://183.207.248.71/cntv/live1/HD-8000k-1080P-shanghaijishi/HD-8000k-1080P-shanghaijishi#http://39.134.65.162/PLTV/88888888/224/3221225673/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
上海外语,http://111.40.196.9:80/PLTV/88888888/224/3221225489/index.m3u8#http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海都市,http://117.148.179.165:80/PLTV/88888888/224/3221231618/index.m3u8#http://111.40.196.37/PLTV/88888888/224/3221225613/index.m3u8
东方影视,http://111.40.196.28/PLTV/88888888/224/3221225615/index.m3u8#http://117.148.179.166:80/PLTV/88888888/224/3221231639/index.m3u8#http://39.134.118.77/live.gq.miguvideo.com:8080/wd_r4/dfl/dianshijuhd/3000/index.m3u8?&encrypt=1
五星体育,http://111.40.196.9/PLTV/88888888/224/3221225503/index.m3u8#http://140.207.241.3:8080/live/program/live/ssty/2300000/d1.m3u8
劲爆体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/2300000/mnf.m3u8#http://iptv.tvfix.org/hls/jbtyhd.m3u8#http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel43084/2300.m3u8
都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8#http://183.207.248.71/gitv/live1/G_DUSHIJC/G_DUSHIJC#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R61974758U30927004K7735947FI9BE73ABPBM356FAF3V0Z57EA5W16B8DF73913B73EF&programid=4200000598&playtoken=ABCDEFGH&auth=noC#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjchd/2300000/mnf.m3u8
欢笑剧场,http://183.207.248.71/cntv/live1/HD-15M-2160P-jshuanxiaojc/HD-15M-2160P-jshuanxiaojc#http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel43039/2300.m3u8
生活时尚,http://223.110.243.208/PLTV/4/224/3221227707/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225501/index.m3u8
动漫秀场,http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel43045/index.m3u8
哈哈炫动,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hhxdhd/2300000/mnf.m3u8
全纪实,http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel43040/2300.m3u8#http://iptv.tvfix.org/hls/qjshd.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/qjshd/2300000/mnf.m3u8
新视觉,http://140.207.241.3:8080/live/program/live/xsjhd/2300000/d1.m3u8#http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel43082/2300.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xsjhd/2300000/mnf.m3u8
七彩戏剧,http://111.40.196.32/PLTV/88888888/224/3221225607/index.m3u8
魅力足球,http://140.207.241.3:8080/live/program/live/mlyyhd/4000000/d1.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/2300000/mnf.m3u8

广东地方,#genre#
广东珠江,http://39.135.34.150:8080/000000001000/1000000004000011655/1.m3u8?xtkg#http://39.135.32.28:6610/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://218.19.13.243:9901/tsfile/live/1001_1.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东影视,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1199#http://218.19.13.243:9901/tsfile/live/1009_1.m3u8
广东新闻,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1186#http://218.19.13.243:9901/tsfile/live/1002_1.m3u8
广东公共,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1185#http://218.19.13.243:9901/tsfile/live/1003_1.m3u8
广东体育,http://180.97.123.180/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel34/index.m3u8
广东经济,https://pili-live-hls-metoo.v2gogo.com:443/metoo-live/905db01e5c06496ba128e547bb87158b.m3u8
岭南戏曲,http://szlive.grtn.cn/lnxq/sd/live.m3u8
广州综合,https://aplay.gztv.com/sec/zhonghe.m3u8
广州影视,https://aplay.gztv.com/sec/yingshi.m3u8
广州新闻,https://aplay.gztv.com/sec/xinwen.m3u8
广州竞赛,https://aplay.gztv.com/sec/jingsai.m3u8
南国都市,http://aplay.gztv.com/sec/shenghuos.m3u8
深圳电视剧,http://ye23.win/iptv/sztv.php?id=3
深圳都市,http://ye23.win/iptv/sztv.php?id=2
深圳娱乐,http://ye23.win/iptv/sztv.php?id=6
深圳生活,http://ye23.win/iptv/sztv.php?id=5
深圳公共,http://ye23.win/iptv/sztv.php?id=4
蛇口综合,http://218.17.99.211:82/hls/d4encs75.m3u8
惠州一台,http://livehuiz.chinamcache.com/live/zb00.m3u8
惠州二台,http://livehuiz.chinamcache.com/live/zb02.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
汕头综合,http://astream.apk1088.com:18888/channel.php?id=shantouyitaogaoqing_4500&/PLTV/hls.smil.m3u8
汕头经济,http://astream.apk1088.com:18888/channel.php?id=shantouertaogaoqing_4500&/PLTV/hls.smil.m3u8
汕头文旅,http://astream.apk1088.com:18888/channel.php?id=shantousantaogaoqing_4500&/PLTV/hls.smil.m3u8

其它地方,#genre#
陕西都市,http://129.226.107.32:80/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226060/index.m3u8
西部电影,http://39.134.19.135/PLTV/88888888/224/3221225993/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
西安综合,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
丝路频道,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
内蒙古蒙语,http://live9.m2oplus.nmtv.cn/nmgmgyws/playlist.m3u8
内蒙古农牧,http://live11.m2oplus.nmtv.cn/nmpd/playlist.m3u8
湖南电视剧,http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel43030/2300.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225662/index.m3u8
湖南都市,http://111.40.196.9/PLTV/88888888/224/3221225656/index.m3u8#http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel43028/2300.m3u8
湖南电影,http://180.97.123.180/4309-txt.otvstream.otvcloud.com/otv/skcc/live/channel43029/2300.m3u8#http://111.40.196.30/PLTV/88888888/224/3221225660/index.m3u8
快乐垂钓,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226805/index.m3u8
金鹰纪实,rtsp://60.22.151.120:554/PLTV/88888888/224/3221226557/10000100000000060000000000599916_0.smil#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/1.m3u8
四川影视,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
四川新闻,http://scgctvshow.sctv.com/hdlive/sctv4/1.m3u8
四川文化,http://scgctvshow.sctv.com/hdlive/sctv3/1.m3u8
辽宁北方,rtsp://60.22.151.120:554/PLTV/460033/224/0/3221225831/0000000008om.smil
辽宁体育,rtsp://60.22.151.120:554/PLTV/460033/224/0/3221225880/0000000009l0.smil
辽宁都市,rtsp://60.22.151.120:554/PLTV/88888888/224/0/3221226079/000000000cax.smil
辽宁生活,rtsp://60.22.151.120:554/PLTV/88888888/224/0/3221226080/000000000cay.smil
辽宁影视剧,rtsp://60.22.151.120:554/PLTV/88888888/224/0/3221226082/000000000cb0.smil
河北影视剧,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
河北生活,http://live2.plus.hebtv.com/jjshx/hd/live.m3u8
河北都市,http://live5.plus.hebtv.com/hbdsx/hd/live.m3u8
河北公共,http://live7.plus.hebtv.com/hbggx/hd/live.m3u8
河北农民,http://live5.plus.hebtv.com/nmpdx/hd/live.m3u8
宁夏影视,http://39.134.93.229:6610/000000001000/nxyingshi/1.m3u8?IASHttpSessionId=
宁夏公共,http://39.134.93.229:6610/000000001000/nxgonggong/1.m3u8?IASHttpSessionId=
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江经济,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
杭州综合,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8#http://117.148.179.132/PLTV/88888888/224/3221229307/index.m3u8
杭州明珠,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
杭州影视,http://117.148.179.132/PLTV/88888888/224/3221229377/index.m3u8
杭州生活,http://117.148.179.134/PLTV/88888888/224/3221229313/index.m3u8
新疆影视,http://202.107.188.218:5002/xj6_hdcq-1.m3u8?token=guoziyun
新疆生活,http://202.107.188.219:5002/xj7_hdcq-1.m3u8?token=guoziyun
南京新闻综合,http://223.110.243.241/PLTV/4/224/3221227213/index.m3u8
山东齐鲁,https://livealone302.iqilu.com/iqilu/qlpd.m3u8
山东生活,https://livealone302.iqilu.com/iqilu/shpd.m3u8
山东农科,https://livealone302.iqilu.com/iqilu/nkpd.m3u8
山西影视,http://liveflash.sxrtv.com:80/live/sxfilm.m3u8#http://liveflash.sxrtv.com:80/live/sxfilm.flv
山西经济,http://liveflash.sxrtv.com:80/live/sxfinance.m3u8
山西公共,http://liveflash.sxrtv.com:80/live/sxpublic.flv
山西社会,http://liveflash.sxrtv.com:80/live/sxedu.m3u8
朔州一台,http://stream.sxsztv.com/live1/sd/live.m3u8
朔州二台,http://stream.sxsztv.com/live2/sd/live.m3u8
福建综合,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226826/47882539.smil
福建影视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226115/10000100000000060000000002358067_0.smil
福建体育,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226127/10000100000000060000000002434540_0.smil
福建新闻,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil
福建经济,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226117/10000100000000060000000002358072_0.smil
福建乡村,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226113/10000100000000060000000002358064_0.smil
福建旅游,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226125/10000100000000060000000002358191_0.smil
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8






